Iteration,Type,Mobility,Delay,Tp_type,Ap_type,Server_type,V_id,Tile_scheme,VP_trace,VP_error,Thread,Total_seg,Algo,Buffer_time,Host_num,Bg_traffic,til_720_z1, til_1080_z1, til_4k_z1, til_720_z2, til_1080_z2, til_4k_z2, til_720_z3, til_1080_z3,til_4k_z3, z1_bit, z2_bit, z3_bit, qt_sw_z1, qt_sw_z2, qt_sw_z3, total_stall, start_time,QoE,QoE1,nQoE,nQoE1
1,5g,18mpo,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,2,0,1,60,0,4,1,no,1,0,59,8,0,472,39,0,2301,3311111.066559,132807477.769008,186677738.308769,1,1,1,0.0,0.000129,19263343462.53213,56571175293.87157,3.349786199367201,3.31360895183197
1,5g,18mpo,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,2,0,1,60,1,4,1,no,1,0,59,8,0,472,2340,0,0,3987544.517042,126913119.069087,105181400.932507,1,1,0,0.0,0.000129,18442966014.66373,36963584117.654205,3.161901636520315,1.9090361890553533
1,5g,18mpo,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,3,0,1,60,0,2,1,no,1,0,59,8,0,472,39,0,2301,2643813.799542,132070471.112901,180621233.274237,1,1,1,0.166074,0.00016,19129188018.12364,55055173990.875885,3.319061638262173,3.2050115152889065
1,5g,18mpo,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,3,0,1,60,1,2,1,no,1,0,59,8,0,472,2340,0,0,3667311.337163,121512205.494034,100574251.435544,1,1,0,0.342245,0.00018,17651784664.829388,35353573637.13306,2.9807036252482155,1.7937044867365193
1,5g,18mpo,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,3,0,1,60,0,4,1,no,1,0,59,8,0,472,39,0,2301,2583992.266534,112995438.295616,172331636.567789,1,1,1,0.0,0.00015,16379870788.762438,51281692707.43556,2.689407243071141,2.9347014611912714
1,5g,18mpo,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,3,0,1,60,1,4,1,no,1,0,59,8,0,472,2340,0,0,3354673.314551,115514691.647137,99719014.430577,1,1,0,0.0,0.000162,16775011875.398222,34564556053.190605,2.7799032830565276,1.7371838974505907
1,5g,18mpo,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,1,0,1,60,0,2,1,no,1,0,59,8,0,472,23,0,1357,6038238.233382,127541007.988086,167450919.107622,1,1,1,0.034302,0.000277,18619511154.93774,35605769608.36154,3.2023343746328887,1.8117703260783338
1,5g,18mpo,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,1,0,1,60,1,2,1,no,1,0,59,8,0,472,1380,0,0,5466731.924977,123092884.352766,82007820.650789,1,1,0,0.201291,0.00015,17954978085.781193,23363598886.75724,3.050141618091139,0.9348130599719742
1,5g,18mpo,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,1,0,1,60,0,4,1,no,1,0,59,8,0,472,23,0,1357,9198833.534529,145094519.626329,239529953.645378,1,1,1,0.0,0.000115,21279961833.641125,47370558494.6395,3.8116363661036115,2.6545307590644187
1,5g,18mpo,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,1,0,1,60,1,4,1,no,1,0,59,8,0,472,1380,0,0,8619290.609783,169392803.101052,145102223.914801,1,1,0,0.0,0.000121,24754573851.161854,36647826202.65386,4.6073992940956785,1.8864171450812748
1,5g,18mpo,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,2,0,1,60,0,2,1,no,1,0,59,8,0,472,23,0,1357,5626298.999024,158469432.125802,242001149.175562,1,1,1,0.07068,9.9e-05,23055902782.770138,48845528626.95915,4.218366085132301,2.760188963335733
1,5g,18mpo,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,2,0,1,60,1,2,1,no,1,0,59,8,0,472,1380,0,0,7193035.501594,175899349.732285,144752819.210614,1,1,0,0.066182,9.4e-05,25631613851.230965,37164334115.24596,4.8082608334278145,1.9234167407616156
1,5g,18mpo,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,2,0,1,60,0,4,1,no,1,0,59,8,0,472,23,0,1357,5509316.412808,165770495.47871,257737201.141908,1,1,1,0.0,9.9e-05,24102342637.27177,51713092611.87709,4.458023934235117,2.9656044186324673
1,5g,18mpo,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,2,0,1,60,1,4,1,no,1,0,59,8,0,472,1380,0,0,7220759.439771,163394975.485906,148775044.695564,1,1,0,0.0,0.000101,23832148365.440395,36520145710.204834,4.396143475699018,1.877270863907821
1,5g,18mpo,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,3,0,1,60,0,2,1,no,1,0,59,8,0,472,23,0,1357,5442185.069629,176592343.931312,249521710.296544,1,1,1,0.065935,0.000103,25657869297.749336,51615432809.96952,4.814273910828067,2.9586086435500123
1,5g,18mpo,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,3,0,1,60,1,2,1,no,1,0,59,8,0,472,1380,0,0,6425402.752586,168921885.320503,145557935.954304,1,1,0,0.0,0.000101,24594618400.76062,36573363067.17038,4.570765961534305,1.8810830430495116
1,5g,18mpo,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,3,0,1,60,0,4,1,no,1,0,59,8,0,472,23,0,1357,6197614.691226,172754711.464184,239860475.359693,1,1,1,0.0,0.00012,25136978266.873493,49945497716.2302,4.694978355006462,2.8389842936137466
1,5g,18mpo,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,3,0,1,60,1,4,1,no,1,0,59,8,0,472,1380,0,0,6124124.164136,175881285.529291,164130420.449036,1,1,0,0.0,0.000112,25584118330.11106,39791814646.772095,4.797383309617301,2.1116340264108464
1,5g,18mn,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,1,0,1,60,0,2,1,no,1,0,59,8,0,472,39,0,2301,3547630.536313,113443394.666879,158504413.858152,1,1,1,0.151388,0.000129,16484849312.90417,48129599211.701744,2.71344964473385,2.708903981529256
1,5g,18mn,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,1,0,1,60,1,2,1,no,2,0,58,15,0,465,2332,0,8,6144812.64721,128382783.867159,102954571.655272,1,1,0,0.04975,0.000126,18745203006.839268,36674199148.64925,3.2311205860399603,1.8883063481601428
1,5g,18mn,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,1,0,1,60,0,4,1,no,1,0,59,8,0,472,39,0,2301,4352425.342885,125955733.34219,186396213.157599,1,1,1,0.0,0.000181,18320427464.675697,55891266143.12875,3.1338376009276567,3.264904250386835
1,5g,18mn,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,1,0,1,60,1,4,1,no,2,0,58,14,0,466,2333,0,7,6057587.436258,112993192.895626,102768862.412173,1,1,0,0.0,0.00029,16525438448.291693,35149678993.8501,2.722745453606258,1.779098671067603
1,5g,18mn,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,2,0,1,60,0,2,1,no,1,0,59,8,0,472,39,0,2301,3374441.371004,116761234.657083,183625818.754218,1,1,1,0.18707,0.000134,16955344326.397146,54319246651.34414,2.821203399010562,3.1522939995472123
1,5g,18mn,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,2,0,1,60,1,2,1,no,1,0,59,8,0,472,2340,0,0,4892509.731028,129908913.620683,110157297.141574,1,1,0,0.150751,0.000126,18912368968.432785,38453548645.8684,3.2694052849897974,2.0157685038524584
1,5g,18mn,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,2,0,1,60,0,4,1,no,1,0,59,8,0,472,39,0,2301,3176946.038599,130187181.621011,178583182.760672,1,1,1,0.0,0.000129,18880385886.046173,54419865934.23494,3.2620804524163054,3.159501774479298
1,5g,18mn,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,2,0,1,60,1,4,1,no,1,0,59,8,0,472,2340,0,0,4414177.499475,132284099.097771,99346872.249851,1,1,0,0.0,0.000125,19234305724.05645,36131837073.9285,3.3431359156304383,1.849454712032612
1,5g,18mn,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,3,0,1,60,0,2,1,no,1,0,59,8,0,472,39,0,2301,2581536.300753,112961643.058859,175841965.038277,1,1,1,0.057781,0.00013,16374901123.858238,52099762075.98992,2.688269079997001,2.9933031498335265
1,5g,18mn,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,3,0,1,60,1,2,1,no,2,0,58,10,0,470,2337,0,3,4299858.507885,127693460.276599,108248450.171223,1,1,0,0.099345,0.000183,18568452335.733395,37769303582.62291,3.1906407768254246,1.9667532030813626
1,5g,18mn,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,3,0,1,60,0,4,1,no,1,0,59,8,0,472,39,0,2301,2581265.912195,118147852.107571,186503041.951714,1,1,1,0.0,0.000181,17121703870.801653,55092318786.33936,2.8593034106053006,3.2076723504480054
1,5g,18mn,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,3,0,1,60,1,4,1,no,2,0,58,10,0,470,2337,0,3,3986542.486943,130142953.064822,105575675.298144,1,1,0,0.0,0.000149,18908020024.785378,37365866297.53952,3.26840928079909,1.9378533235895872
1,5g,18mn,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,1,0,1,60,0,2,1,no,1,0,59,8,0,472,23,0,1357,7695087.232693,177868147.178472,240584285.135313,1,1,1,0.015934,0.0001,25936206856.404144,50599167140.51071,4.878019361983029,2.8858093350455523
1,5g,18mn,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,1,0,1,60,1,2,1,no,1,0,59,8,0,472,1380,0,0,9524201.387859,158424969.072557,149592672.758632,1,1,0,0.025299,0.000109,23213212003.628983,36252602328.93742,4.254393372656652,1.8581056261786113
1,5g,18mn,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,1,0,1,60,0,4,1,no,1,0,59,8,0,472,23,0,1357,9378566.89358,161863517.32899,221061583.66479,1,1,1,0.0,8e-05,23702246303.90457,46439296017.85414,4.366393033255745,2.587820580433442
1,5g,18mn,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,1,0,1,60,1,4,1,no,1,0,38,8,0,304,897,0,0,9395149.613945,133981380.349659,127063048.072044,1,1,0,376.004905,9.9e-05,12797143167.367294,20014479512.62028,1.8688834528398068,0.6949018026470068
1,5g,18mn,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,2,0,1,60,0,2,1,no,1,0,59,8,0,472,23,0,1357,8871145.2322,153208530.420364,200501897.724652,1,1,1,0.048766,9.7e-05,22434616479.07468,42749868904.89916,4.076077793473528,2.3235316738291663
1,5g,18mn,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,2,0,1,60,1,2,1,no,1,0,59,13,0,467,1375,0,5,8323448.766756,155661289.969665,116915287.625171,1,1,0,0.120918,0.000163,22764810602.31485,31427378376.14454,4.151699543755408,1.5124548995044091
1,5g,18mn,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,2,0,1,60,0,4,1,no,1,0,59,8,0,472,23,0,1357,6055958.156224,160256802.284787,210356077.310327,1,1,1,0.0,9.2e-05,23331329770.57038,44668141929.72572,4.281444951248796,2.4609454957528185
1,5g,18mn,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,2,0,1,60,1,4,1,no,2,0,58,14,0,466,1373,0,7,7798293.582414,159200888.457259,141683265.433728,1,1,0,0.0,9.1e-05,23252456267.306248,35163104251.31234,4.263381176190756,1.7800603777247472
1,5g,18mn,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,3,0,1,60,0,2,1,no,1,0,59,8,0,472,23,0,1357,6292811.458529,155758040.803681,196603310.753259,1,1,1,0.051911,9.2e-05,22693455955.764664,42348326881.137726,4.13535775302358,2.2947675597359676
1,5g,18mn,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,3,0,1,60,1,2,1,no,1,0,59,8,0,472,1380,0,0,6912319.314788,162334865.094904,130220333.408526,1,1,0,0.042429,9.7e-05,23666537983.70437,33844870469.625538,4.358215038909065,1.685629845789998
1,5g,18mn,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,3,0,1,60,0,4,1,no,1,0,59,8,0,472,23,0,1357,6746854.352796,165826643.290955,206337967.931527,1,1,1,0.0,0.000102,24162404515.71452,44677365212.29936,4.47177943154224,2.461606197588648
1,5g,18mn,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,3,0,1,60,1,4,1,no,1,0,59,13,0,467,1375,0,5,6087703.624093,162037248.054281,140738328.445079,1,1,0,0.0,9.1e-05,23589047271.02802,35233148689.94344,4.340467953450148,1.7850779502455656
1,5g,18mk,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,1,0,1,60,0,2,1,no,1,0,59,8,0,472,39,0,2301,4180073.763825,30981280.19404,34015071.440736,1,1,1,0.744043,0.000327,4636867441.8216,11109292709.639893,0.0,0.05698648105078037
1,5g,18mk,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,1,0,1,60,1,2,1,no,1,0,59,8,0,472,2340,0,0,5353760.192406,110157325.230996,14353333.466856,1,1,0,0.770227,0.000124,16087512757.031923,14158641177.288445,2.622450793781624,0.27542390987012394
1,5g,18mk,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,1,0,1,60,0,4,1,no,1,0,59,8,0,472,39,0,2301,3778045.97527,124624575.526144,158476492.810815,1,1,1,0.0,0.000173,18104616805.725376,49206136498.20101,3.084412191416541,2.786020794968551
1,5g,18mk,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,1,0,1,60,1,4,1,no,1,0,59,8,0,472,2340,0,0,4706891.991522,122073761.311629,79626000.500348,1,1,0,0.0,0.00216,17776311091.509155,30549254665.73239,3.00922292852795,1.4495512702463051
1,5g,18mk,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,2,0,1,60,0,2,1,no,1,0,59,8,0,472,39,0,2301,2823526.362284,122518373.089402,188444504.520207,1,1,1,0.011681,0.000199,17761233831.038723,55976365980.4758,3.005769902728939,3.2710003033175674
1,5g,18mk,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,2,0,1,60,1,2,1,no,1,0,59,8,0,472,2340,0,0,4547800.965502,124839878.626318,111014563.90155,1,1,0,0.026597,0.000131,18167950161.62601,38153043940.62553,3.0989169293489836,1.9942421103104353
1,5g,18mk,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,2,0,1,60,0,4,1,no,1,0,59,8,0,472,39,0,2301,3516977.217354,126014797.083197,195186830.092609,1,1,1,0.0,0.000141,18293843822.108627,57918851803.78579,3.127749359380343,3.4101485880293696
1,5g,18mk,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,2,0,1,60,1,4,1,no,1,0,59,13,0,467,2335,0,5,4406022.810956,124157588.995344,104671716.377296,1,1,0,0.0,0.000166,18063745772.388943,36597363132.99977,3.0750518216849394,1.8828022669187696
1,5g,18mk,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,3,0,1,60,0,2,1,no,1,0,59,8,0,472,39,0,2301,3110655.25814,129224413.842329,182239688.407303,1,1,1,0.149394,0.000125,18738963112.49437,55180278335.37151,3.2296915123565624,3.2139732563413577
1,5g,18mk,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,3,0,1,60,1,2,1,no,1,0,59,8,0,472,2340,0,0,4018451.768491,126536081.922113,110856667.089264,1,1,0,0.103206,0.000197,18389970769.616344,38256698936.34265,3.1497645544069988,2.0016673458940186
1,5g,18mk,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,3,0,1,60,0,4,1,no,1,0,59,8,0,472,39,0,2301,2771653.603651,114428456.231051,159166815.61296,1,1,1,0.0,0.000125,16594107147.624142,48346576101.96625,2.738472103075797,2.7244469325974703
1,5g,18mk,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,3,0,1,60,1,4,1,no,1,0,59,8,0,472,2340,0,0,3401597.775323,121158695.187417,102411047.991467,1,1,0,0.0,0.000128,17589719212.55101,35738287073.65833,2.9664892652612163,1.8212630996003478
1,5g,18mk,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,1,0,1,60,0,2,1,no,1,0,59,8,0,472,23,0,1357,9789989.913305,165551695.184803,197690325.916089,1,1,1,0.044479,9.2e-05,24250623681.77884,43585407289.32863,4.49198356988585,2.3833847402500674
1,5g,18mk,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,1,0,1,60,1,2,1,no,1,0,59,8,0,472,1380,0,0,9432357.861982,152463392.07696,129292304.100605,1,1,0,0.031757,9.4e-05,22350887488.14849,32874982634.43785,4.05690200445269,1.6161527731598144
1,5g,18mk,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,1,0,1,60,0,4,1,no,1,0,59,8,0,472,23,0,1357,8016027.250082,143979179.592771,156614794.944442,1,1,1,0.0,0.000109,21069675004.862003,35771516086.741936,3.763476035757767,1.8236434310899083
1,5g,18mk,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,1,0,1,60,1,4,1,no,2,0,58,12,0,468,1375,0,5,9358168.540553,121642884.500951,113065648.103154,1,1,0,0.0,0.00485,17909618445.81934,27673819428.108906,3.0397532582608333,1.2435719645989705
1,5g,18mk,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,2,0,1,60,0,2,1,no,1,0,59,8,0,472,23,0,1357,6781023.037584,147097771.86292,185085949.980655,1,1,1,0.083462,0.009294,21466882114.440125,39948050162.35043,3.854445240648357,2.122825821863307
1,5g,18mk,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,2,0,1,60,1,2,1,no,1,0,59,13,0,467,1375,0,5,6193811.540896,143461307.2931,112239514.473537,1,1,0,0.076058,0.000128,20918568333.596493,29521478580.975742,3.7288692691435257,1.3759274231399177
1,5g,18mk,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,2,0,1,60,0,4,1,no,1,0,59,8,0,472,23,0,1357,4797861.900537,95109067.123429,116515763.858975,1,1,1,0.0,0.00078,13897215864.59299,25411156055.206924,2.1208244080124308,1.0814880392280064
1,5g,18mk,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,2,0,1,60,1,4,1,no,1,0,59,8,0,472,1380,0,0,5650001.404701,118302509.162682,97649127.939274,1,1,0,0.0,0.000147,17272861377.42305,25069920593.334164,2.8939218196393113,1.0570439333134907
1,5g,18mk,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,3,0,1,60,0,2,1,no,1,0,59,8,0,472,23,0,1357,3677568.977234,121192499.717129,141157491.247155,1,1,1,0.047214,0.000264,17606177855.106335,31268671660.791527,2.970258658081064,1.5010860818025709
1,5g,18mk,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,3,0,1,60,1,2,1,no,2,0,58,14,0,466,1373,0,7,5612208.272791,125901334.24046,95547106.128607,1,1,0,0.389356,0.000148,18365504875.40857,25507741477.714268,3.1441613240283117,1.08840685207533
1,5g,18mk,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,3,0,1,60,0,4,1,no,1,0,59,8,0,472,23,0,1357,5687983.227672,132157837.785844,171703131.974332,1,1,1,0.0,0.000112,19269623935.723232,36621079934.46057,3.3512245665030207,1.8845011993910268
1,5g,18mk,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,3,0,1,60,1,4,1,no,1,0,59,8,0,472,1380,0,0,6745430.49119,140020778.365772,106825424.102271,1,1,0,0.0,0.000133,20446300164.300545,28467211328.956898,3.6207094230077965,1.300405904276901
1,5g,7id5,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,1,0,1,60,0,2,1,no,1,0,59,8,0,472,39,0,2301,7015909.79598,45695444.03655,55286545.681147,1,1,1,0.225332,9.4e-05,6874812150.725055,17618482526.359158,0.5125387885787861,0.5232666396964873
1,5g,7id5,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,1,0,1,60,1,2,1,no,1,0,59,8,0,472,2340,0,0,6772027.80371,94640411.042159,20192163.497262,1,1,0,0.477375,8.6e-05,13912644354.773582,14094870883.209328,2.1243578731759354,0.27085578024457235
1,5g,7id5,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,1,0,1,60,0,4,1,no,1,0,59,8,0,472,39,0,2301,7618775.763704,124094887.898144,72004469.445891,1,1,1,0.0,0.00012,18189652438.407726,29082143669.6354,3.1038872302714546,1.3444560483718635
1,5g,7id5,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,1,0,1,60,1,4,1,no,2,0,58,15,0,465,2332,0,8,7387120.824521,166434713.303742,85304866.181836,1,1,0,0.0,8.8e-05,24276857789.36837,36249330237.43839,4.497991760199886,1.8578712327462132
1,5g,7id5,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,2,0,1,60,0,2,1,no,1,0,59,8,0,472,39,0,2301,4217076.39454,167316357.074965,247058651.269376,1,1,1,0.112516,0.000118,24270672625.881344,74051211883.31705,4.49657522109229,4.565776189776712
1,5g,7id5,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,2,0,1,60,1,2,1,no,1,0,59,8,0,472,2340,0,0,5270816.207857,145278734.086288,151829538.597219,1,1,0,0.077325,9.7e-05,21141511987.822536,49696244783.53004,3.7799282921854003,2.8211292762805886
1,5g,7id5,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,2,0,1,60,0,4,1,no,1,0,59,8,0,472,39,0,2301,4567867.336861,164907499.666985,273888590.868248,1,1,1,0.0,9.4e-05,23938530379.193665,80112900658.34828,4.42050730749466,5.0
1,5g,7id5,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,2,0,1,60,1,4,1,no,1,0,59,8,0,472,2340,0,0,5735165.948238,155990847.090527,142915854.526475,1,1,0,0.0,9e-05,22703558949.86156,48658308248.81126,4.137671561910298,2.746777594166519
1,5g,7id5,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,3,0,1,60,0,2,1,no,1,0,59,8,0,472,39,0,2301,4655060.999722,136653531.381925,247605146.172229,1,1,1,0.101846,9.6e-05,19873621079.54713,71253855777.51631,3.4895532585251887,4.365390014918054
1,5g,7id5,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,3,0,1,60,1,2,1,no,1,0,59,8,0,472,2340,0,0,5377469.579384,158860960.954952,134247660.972945,1,1,0,0.080311,9e-05,23101832098.501545,46890458640.43287,4.228884913301546,2.6201392230225213
1,5g,7id5,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,3,0,1,60,0,4,1,no,1,0,59,8,0,472,39,0,2301,4147823.871996,154664253.082065,257943531.352872,1,1,1,0.0,8.6e-05,22445861045.440865,75380763234.07376,4.078653047634405,4.661017445941356
1,5g,7id5,1,tcp,http-1.1_p,WSGI_caddy,v1,12x4,3,0,1,60,1,4,1,no,2,0,58,19,0,461,2328,0,12,5092361.238703,148444758.272413,143220956.31537,1,1,0,0.0,9.6e-05,21589924362.25267,47978279743.07347,3.882624634172674,2.6980643428299906
1,5g,7id5,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,1,0,1,60,0,2,1,no,1,0,59,8,0,472,23,0,1357,6716208.188133,60872046.640446,67539315.026727,1,1,1,0.408267,9.1e-05,9047655457.369877,15446222692.31683,1.0101679175419114,0.3676586933073218
1,5g,7id5,1,tcp,http-1.1_p,WSGI_caddy,v1,8x4,1,0,1,60,1,2,1,no,1,0,59,8,0,472,1380,0,0,10681584.508232,168789051.426967,27058958.804929,1,1,0,0.575045,9.1e-05,24754249951.35597,20386511798.041744,4.607325113883151,0.7215520122663472
